./run_distributed.sh 
(base) austin:~/CS535/TP$ master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
Started process 3
Started process 2
Started process 0
Started process 1
11:12:41 --- PID 0; epoch 0, batch 0
16:04:41 --- PID 2; epoch 14, batch 1
16:04:41 --- PID 0; epoch 14, batch 1
16:04:41 --- PID 3; epoch 14, batch 1
16:04:41 --- PID 1; epoch 14, batch 1
16:04:58 --- PID 0; epoch 14, batch 2
16:04:58 --- PID 1; epoch 14, batch 2
16:04:58 --- PID 2; epoch 14, batch 2
16:04:58 --- PID 3; epoch 14, batch 2
16:05:14 --- PID 0; epoch 14, batch 3
16:05:14 --- PID 3; epoch 14, batch 3
16:05:14 --- PID 1; epoch 14, batch 3
16:05:14 --- PID 2; epoch 14, batch 3
16:05:30 --- PID 1; epoch 14, batch 4
16:05:30 --- PID 2; epoch 14, batch 4
16:05:30 --- PID 0; epoch 14, batch 4
16:05:30 --- PID 3; epoch 14, batch 4
16:05:46 --- PID 0; epoch 14, batch 5
16:05:46 --- PID 2; epoch 14, batch 5
16:05:46 --- PID 1; epoch 14, batch 5
16:05:46 --- PID 3; epoch 14, batch 5
16:06:03 --- PID 2; epoch 14, batch 6
16:06:03 --- PID 3; epoch 14, batch 6
16:06:03 --- PID 0; epoch 14, batch 6
16:06:03 --- PID 1; epoch 14, batch 6
16:06:19 --- PID 3; epoch 14, batch 7
16:06:19 --- PID 2; epoch 14, batch 7
16:06:19 --- PID 0; epoch 14, batch 7
16:06:19 --- PID 1; epoch 14, batch 7
16:06:35 --- PID 0; epoch 14, batch 8
16:06:35 --- PID 3; epoch 14, batch 8
16:06:35 --- PID 1; epoch 14, batch 8
16:06:35 --- PID 2; epoch 14, batch 8
16:06:51 --- PID 3; epoch 14, batch 9
16:06:51 --- PID 1; epoch 14, batch 9
16:06:51 --- PID 2; epoch 14, batch 9
16:06:51 --- PID 0; epoch 14, batch 9
16:07:10 --- Epoch: 14	Train loss: 6.1620	Valid loss: 6.2762	Train accuracy: 0.85	Valid accuracy: 0.22
